house_name,is_available,deposit,max_price,min_price,currency,price_duration,district,locality,route,postal_code,street_number,total_features,features,max_area,min_area,area_unit,owner_emails,owner_phones,url
"Beaumont Court, London",False,250,285,153,pound,weekly,Greater London,London,College Grove Northwest,NW1 0RW,None,4,laundry_facility/bills_included/bike storage/not_available,20,12,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/beaumont-court-london-1710100493914
"White City Residence-Go Britanya, London",False,260,375,295,pound,weekly,Greater London,London,Westway,W3,10,4,bills_included/laundry_facility/study_area/not_available,None,None,sqft,book@gobritanya.com/emily@gobritanya.com,+44 (0) 20 3585 1486/44(0)2078318247,https://amberstudent.com/places/white-city-residence-go-britanya-london-2012093215616
"Queen Alexandra’s House, London",False,500,296,258,pound,weekly,Greater London,Gore,Bremner Road,SW7 2QT,None,4,Spacious communal living/laundry_facility/Catering/not_available,None,None,sqft,chris@mezzino.co.uk,+44 0207 589 1120,https://amberstudent.com/places/queen-alexandra-s-house-2208241483861
"Helen Graham House, Holborn",False,None,249,174,pound,weekly,Greater London,London,Great Russell Street,WC1B 3BA,57,3,wifi/bike storage/not_available,None,None,sqft,helengrahamhouse@optivo.org.uk,+44 020 803 60033,https://amberstudent.com/places/helen-graham-house-holborn-2205107654517
"Yara Holland Park, London",False,350,379,289,pound,weekly,Greater London,London,St. Ann's Road,W11 4ST,None,4,Common Room/Bike storage/laundry_facility/not_available,22,16,sqft,INFO@YARASTUDENTS.COM,+44 020 7952 6385,https://amberstudent.com/places/yara-holland-park-london-2208250143865
Arch View House,False,250,245,189,pound,weekly,Greater London,London,First Way,HA9 0JD,None,4,study_area/laundry_facility/bills_included/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+4401173027315,https://amberstudent.com/places/arch-view-house-2002212154548
Torquay House,False,None,324,237,pound,weekly,Greater London,London,Torquay Street,W2 5EJ,1,4,bills_included/laundry_facility/study_area/not_available,None,None,sqft,jjurika@lhalondon.com/bookings@lhalondon.com,+44 79 7680 3941/+44 (0)20 3911 5652,https://amberstudent.com/places/torquay-house-1706029159724
The Lyra,False,100,365,285,pound,weekly,Greater London,London,Portal Way,W3 6BX,None,4,laundry_facility/bills_included/Cycle Storage/not_available,29,17,sqft,info@downingstudents.com/thelyra@downingstudents.com,+44 151 707 2666/+44 (0)208 9938998,https://amberstudent.com/places/the-lyra-1608308406857
Pavilion Court,False,200,320,195,pound,weekly,Greater London,Wembley,First Way,HA9 0PE,20,4,laundry_facility/gym/bills_included/not_available,37,13,sqft,pavilioncourt@thisisfresh.com,+44020 8132 9214,https://amberstudent.com/places/pavilion-court-2012027755604
"Olympic Way, London",False,250,325,195,pound,weekly,Greater London,Wembley,Olympic Way,HA9 0FR,23,4,laundry_facility/bills_included/study_area/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+4401173027453,https://amberstudent.com/places/olympic-way-london-1710105525723
The Stay Club Willesden,False,None,499,245,pound,weekly,Greater London,London,Nicoll Road,NW10 9AX,5J,3,Club Lounge/COVID-19 Cancellation Policy/not_available,None,None,sqft,info@thestayclub.com,+4402072677774,https://amberstudent.com/places/the-stay-club-willesden-1806142621397
"Bernard Myers House, London",False,250,257,207,pound,weekly,Greater London,London,Havil Street,SE5 7RU,4-6,4,Ultra-fast WiFi/laundry_facility/bills_included/not_available,16,12,sqft,bernardmyers@capitolstudents.com/sunlightapartments@capitolstudent.com,+44 03303 410632,https://amberstudent.com/places/bernard-myers-house-london-1710242743205
"Goldsmiths House, Camden",False,None,219,207,pound,weekly,Greater London,London,Park Village East,NW1 3SX,None,4,Bike storage/Maintenance team/laundry_facility/not_available,6,4,sqft,goldsmith.house@optivo.org.uk,+44  020 803 60060,https://amberstudent.com/places/goldsmiths-house-camden-2205104110629
Maksons House,False,250,295,245,pound,weekly,Greater London,West Drayton,Station Road,UB7 7BT,52,4,All Bills Included/COVID-19 Cancellation Policy/Flexible tenancy/not_available,None,None,sqft,info@maksonshouse.com,+4407799 503456,https://amberstudent.com/places/maksons-house-1712223985946
Vega,False,100,490,290,pound,weekly,Greater London,London,Miles Street,SW8 1RZ,6,4,cinema/bills_included/laundry_facility/not_available,30,9,sqft,info@downingstudents.com/vega@downingstudents.com,+44 151 707 2666/+44 204 537 9191,https://amberstudent.com/places/vega-2101138507106
Newington Court,False,None,295,160,pound,weekly,Greater London,London,Green Lanes,N16 9DE,173,4,bills_included/laundry_facility/cctv/not_available,None,None,sqft,jjurika@lhalondon.com/bookings@lhalondon.com,+44 79 7680 3941/+44 (0)20 3911 5649,https://amberstudent.com/places/newington-court-1706027279540
Sterling Court,False,260,365,250,pound,weekly,Greater London,London,Lakeside Way,HA9 0BU,6,4,laundry_facility/game_room/bills_included/not_available,None,None,sqft,book@gobritanya.com,+44 20 7831 8247,https://amberstudent.com/places/sterling-court-2208204500390
Walmsley Studios,False,250,409,219,pound,weekly,Greater London,London,Saint John Street,EC1V 4AT,218,4,COVID-19 Cancellation Policy/Flexible Tenancy/bills_included/not_available,19,10,sqft,InternationalBooking2@unitestudents.com,+44300 303 8642,https://amberstudent.com/places/walmsley-studios-2002144481664
Wembley Residence-Go Britanya,False,260,330,265,pound,weekly,Greater London,Wembley,Fulton Road,HA9 0TF,None,4,laundry_facility/game_room/bills_included/not_available,None,None,sqft,book@gobritanya.com/emily@gobritanya.com,+44 (0) 20 3585 1486/44(0)2078318247,https://amberstudent.com/places/wembley-residence-go-britanya-2012090788174
"Urbanest Tower Bridge, London",False,None,459,214,pound,weekly,Greater London,London,Minories,EC3N 1JJ,52-56,4,Wheelchair Accessible/Bike Storage/bills_included/not_available,None,None,sqft,ivana.sanguesa@urbanest-uk.intercom-mail.com,+44207 042 7890,https://amberstudent.com/places/urbanest-tower-bridge-london-1608308624527
"Wood Green Hall, Wood Green",False,None,174,152,pound,weekly,Greater London,London,Brabant Road,N22 6UZ,None,3,Bike storage/laundry_facility/not_available,None,None,sqft,wood.green@optivo.org.uk,+44 020 803 60061,https://amberstudent.com/places/wood-green-hall-wood-green-2205119091988
Arbour House,False,250,330,224,pound,weekly,Greater London,London,Sebastian Street,EC1V 0HF,1,4,Laundry Facilities/COVID-19 Cancellation Policy/bills_included/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/arbour-house-2002143129812
Thane Villas,False,None,390,195,pound,weekly,Greater London,London,Thane Villas,N7 7PH,3-5,4,laundry_facility/Pool table/Fully staffed 24/7/not_available,34,15,sqft,info@smartstudentaccommodation.com,+44 0203 034 6000,https://amberstudent.com/places/thane-villas-2108100376632
"Cross Court House, London",False,250,314,224,pound,weekly,Greater London,London,Graham Street,N1 8LA,29-63,4,Bike storage/Common area/laundry_facility/not_available,16,12,sqm,InternationalBooking2@unitestudents.com,+44 0300 303 8642/+44 203 9298 908,https://amberstudent.com/places/cross-court-house-london-2204202485450
"IQ The Arcade, London",False,175,263,208,pound,weekly,Greater London,London,Holloway Road,N7 0RY,385-401,4,bills_included/laundry_facility/24/7 security/not_available,None,None,sqft,thearcade@iqstudentaccommodation.com,+44 020 7607 5415,https://amberstudent.com/places/iq-the-arcade-london-1811161245652
"Sunlight Apartments, London",False,300,None,None,pound,weekly,Greater London,London,Sunlight Square,E2 6LD,1,4,24/7 security/Wifi/bills_included/not_available,None,None,sqft,sunlightapartments@capitolstudents.com,+4403303410632,https://amberstudent.com/places/sunlight-apartments-london-1802227681543
Bedford Court,True,250,None,None,pound,weekly,Greater London,London,Bedford Court,WC2E 9LU,9,4,Internet/Air Conditioning/bills_included/Private elevator access,None,None,sqft,josh@studentluxe.co.uk,+442034188181,https://amberstudent.com/places/bedford-court-1912064598620
Bull Inn Court,True,250,None,None,pound,weekly,Greater London,London,Bull Inn Court,None,14,4,Internet/Air Conditioning/bills_included/Private elevator access,None,None,sqft,josh@studentluxe.co.uk,+442034188181,https://amberstudent.com/places/bull-inn-court-1912063755522
"St Pancras Way, London",False,250,409,260,pound,weekly,Greater London,London,Camley Street,N1C 4BN,103,4,laundry_facility/study_area/bills_included/not_available,25,13,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/st-pancras-way-london-1710112342618
"Londonist Students Vega Residence, London",False,250,None,None,pound,weekly,Greater London,London,Miles Street,SW8 1RZ,6,4,gym/study_area/cinema/not_available,None,None,sqft,book@londonist.co.uk,+44 20 7287 1912,https://amberstudent.com/places/londonist-students-vega-residence-london-2209013253508
"Quantum Court, London",False,250,None,None,pound,weekly,Greater London,London,King David Lane,E1 0DY,10,4,Bike storage/24/7 assistance/laundry_facility/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 0300 303 8642/+44 203 9298 908,https://amberstudent.com/places/quantum-court-london-1710108757833
"Stapleton House, London",False,250,326,232,pound,weekly,Greater London,London,Holloway Road,N7 8FB,279,4,laundry_facility/study_area/bills_included/not_available,23,11,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/stapleton-house-london-1710245613143
"Blithehale Court, London",False,250,418,221,pound,weekly,Greater London,London,Witan Street,E2 6FG,10,4,study_area/bills_included/Bike storage/not_available,35,29,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/blithehale-court-london-1710102916062
"Moonraker Point, London",False,250,389,310,pound,weekly,Greater London,London,Pocock Street,SE1 0FN,None,4,Vending machine/Bike storage/laundry_facility/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 203 9298 908,https://amberstudent.com/places/moonraker-point-london-1710250639933
The Stay Club Colindale,False,654,450,237,pound,weekly,Greater London,London,Charcot Road,NW9 5WU,16-18,4,laundry_facility/cinema/Classroom/not_available,None,None,sqft,info@thestayclub.com,+44 020 7267 7774/+44 7513798803,https://amberstudent.com/places/the-stay-club-colindale-1806143028806
"AXO Islington, London",False,250,325,240,pound,weekly,Greater London,London,Holloway Road,N7 6JP,556,4,Bike Storage/laundry_facility/bills_included/not_available,30,14,sqft,axoislington@axostudent.co.uk/ethen.hughes@axostudent.co.uk,442033 071973,https://amberstudent.com/places/axo-islington-london-1709152706379
"Student Living Heights, London",False,250,336,276,pound,weekly,Greater London,London,Goswell Road,EC1V 7AF,312,4,laundry_facility/study_area/bills_included/not_available,28,13,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399/+442039298908,https://amberstudent.com/places/student-living-heights-london-1710109418732
"Station Court, London",False,250,None,None,pound,weekly,Greater London,London,Page Green Terrace,N15 4NU,158,4,laundry_facility/bills_included/study_area/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399/+4402088855903,https://amberstudent.com/places/station-court-london-1710103730729
"Wellington Lodge, London",False,250,419,359,pound,weekly,Greater London,London,Waterloo Road,SE1 8RQ,268-282,4,Bike Storage/study_area/bills_included/not_available,25,12,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/wellington-lodge-london-1710117401829
"East Central House, London",False,250,349,289,pound,weekly,Greater London,London,Lever Street,EC1V 3RH,115,4,bills_included/bike storage/Common area/not_available,25,12,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/east-central-house-london-1710100016395
The Stay Club Kentish Town,False,None,553,303,pound,weekly,Greater London,London,Holmes Road,NW5 3AN,65-69,4,gym/laundry_facility/cinema/not_available,None,None,sqft,info@thestayclub.com,+4402072677774/+44 7513798803,https://amberstudent.com/places/the-stay-club-kentish-town-2111262185704
"Charles Morton Court, London ",False,99,309,249,pound,weekly,Greater London,London,Green Lanes,N16 9BS,37-43,4,laundry_facility/Bike Storage/Outdoor Area/not_available,None,None,sqft,salesenquiries@wearehomesforstudents.com/charlesmortoncourt@prestigestudentliving.com,+44 0333 355 9120/+4402034758854,https://amberstudent.com/places/charles-morton-court-london-1807110338424
"Urbanest Hoxton, London",False,None,474,284,pound,weekly,Greater London,London,East Road,N1 6AA,100,4,Gym & Exercise Room/Gaming Area/bills_included/not_available,26,12,sqft,ivana.sanguesa@urbanest-uk.intercom-mail.com,+44 20 7042 7890,https://amberstudent.com/places/urbanest-hoxton-london-1608304135534
"Drapery Place, London",False,250,476,289,pound,weekly,Greater London,London,Leman Street,E1 8EU,65,4,Common Areas/Flexible Tenancy/bills_included/not_available,28,14,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/drapery-place-london-2002141869314
Host View Studios,False,300,425,325,pound,weekly,Greater London,London,Spa Road,SE1,11-13,4,laundry_facility/study_area/game_area/not_available,33,15,sqft,viewstudios@host-students.com,+44 (0)20 7183 7680,https://amberstudent.com/places/host-view-studios-2111303227354
"Hayloft Point, London",False,250,393,299,pound,weekly,Greater London,London,Middlesex Street,E1 7ED,16,4,bills_included/gym/game_room/not_available,None,None,sqft,Internationalbooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/hayloft-point-london-2111193670242
"Pacific Court, London",False,250,365,265,pound,weekly,Greater London,London,Assembly Passage,E1 4EY,15,4,laundry_facility/bills_included/bike storage/not_available,24,12,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/pacific-court-london-1710240121954
"North Lodge, London",False,250,199,195,pound,weekly,Greater London,London,Lebus Street,N17 9FQ,None,3,Bike Storage/laundry_facility/not_available,15,13,sqft,InternationalBooking2@unitestudents.com,+4402088015206,https://amberstudent.com/places/north-lodge-london-1710102555905
"Somerset Court, London",False,250,579,350,pound,weekly,Greater London,London,Aldenham Street,NW1 1AS,None,4,laundry_facility/bills_included/Bike storage/not_available,32,12,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/somerset-court-london-1710105069958
Islington Residence-Go Britanya,False,260,420,310,pound,weekly,Greater London,London,Market Road,N7 9AW,32-34,4,Onsite GYM/Laundry/bills_included/not_available,19,12,sqft,book@gobritanya.com/emily@gobritanya.com,+44 20 7831 8247/+44 7799 315236,https://amberstudent.com/places/islington-residence-go-britanya-2009027357830
"Emily Bowes Court, London",False,250,315,204,pound,weekly,Greater London,London,Lebus Street,N17 9FD,None,4,laundry_facility/bills_included/bike storage/not_available,35,13,sqft,InternationalBooking2@unitestudents.com,+44 203 9298 908/+44 0300 303 8642,https://amberstudent.com/places/emily-bowes-court-london-1710110276271
"Elizabeth Croll House, London",False,250,459,339,pound,weekly,Greater London,London,Penton Rise,WC1X 9AX,27,4,study_area/laundry_facility/bills_included/not_available,33,15,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/elizabeth-croll-house-london-1710101871177
"IQ City, London",False,200,535,329,pound,weekly,Greater London,London,Bastwick Street,EC1V 3AQ,11,4,24/7 security/City centre location/bills_included/not_available,33,12,sqft,city@iqstudentaccommodation.com,+440208 912 5040,https://amberstudent.com/places/iq-city-london-1811192172260
"IQ Hoxton, London",False,250,470,299,pound,weekly,Greater London,London,Kingsland Road,E2 8FN,67,3,laundry_facility/study area/not_available,23,15,sqft,hoxton@iqstudentaccommodation.com,+44 020 7952 2691,https://amberstudent.com/places/iq-hoxton-london-1811170520327
